"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Gender"
"283","Extremely Fast","WEB","0","A","grade3","Lon All",37," AB",14,6,0,"A","NO","NO","Mrs","NO","0","2017","7",18,"Tuesday","2018","4",3,"Tuesday","Closed","night","spring","F"
"284","Slow","WEB","1","D","grade2","Lon Gat",4,"OTHER",7,2,0,"None Required","NO","NO","Mr","NO","0","2017","7",18,"Tuesday","2017","8",19,"Saturday","Business_Hour","afternoon","summer","M"
"285","Slow","WEB","0","A","grade2","MCH",48," AC",14,2,0,"B","NO","NO","Mr","NO","0","2017","7",19,"Wednesday","2018","6",17,"Sunday","Business_Hour","afternoon","summer","M"
"286","Fast","WEB","0","A","grade2","BH",55," CC City",5,3,0,"B","NO","NO","Miss","NO","0","2017","7",19,"Wednesday","2018","8",11,"Saturday","Business_Hour","afternoon","summer","F"
"287","Extremely Fast","WEB","0","A","grade2","Lon All",62," AC",14,2,0,"A","NO","NO","Mrs","NO","0","2017","7",21,"Friday","2018","9",28,"Friday","Closed","morning","fall","F"
"288","Extremely Fast","WEB","1","E","None","BH",106," AB",14,5,0,"None Required","NO","NO","Mrs","NO","1","2017","7",23,"Sunday","2019","8",6,"Tuesday","Business_Hour","morning","summer","F"
"289","Slow","WEB","1","A","grade2","MCH",64," AC",21,2,0,"A","YES","YES","Mr","NO","0","2017","7",23,"Sunday","2018","10",19,"Friday","Closed","morning","fall","M"
"290","Extremely Fast","WEB","1","A","grade2","Lon All",64," AC",14,4,0,"A","NO","NO","Mrs","NO","1","2017","7",27,"Thursday","2018","10",17,"Wednesday","Closed","night","fall","F"
"291","Slow","WEB","1","A","grade2","Lon All",59," LV",11,4,0,"None Required","NO","NO","Mr","NO","0","2017","7",27,"Thursday","2018","9",15,"Saturday","Business_Hour","morning","fall","M"
"292","Extremely Fast","WEB","1","A","grade1","GG",50," AC",14,3,3,"A","NO","NO","Mrs","NO","0","2017","7",29,"Saturday","2018","7",13,"Friday","Closed","morning","summer","F"
"293","Slow","WEB","1","B","grade2","MCH",34,"OTHER",8,2,0,"None Required","NO","NO","Mr","NO","0","2017","7",29,"Saturday","2018","3",20,"Tuesday","Business_Hour","morning","spring","M"
"294","Slow","WEB","1","A","grade2","Lon Gat",47," AC",16,2,0,"B","NO","NO","Mr","NO","0","2017","7",30,"Sunday","2018","6",28,"Thursday","Closed","morning","summer","M"
"295","Extremely Fast","PHONE","0","E","grade2","Any Airport",58," LH",15,2,0,"A","NO","NO","Mrs","NO","1","2017","7",31,"Monday","2018","9",12,"Wednesday","Business_Hour","morning","fall","F"
"296","Slow","WEB","1","D","grade2","Lon Heathrow",15,"OTHER",7,3,0,"B","NO","NO","Mr","NO","0","2017","8",1,"Tuesday","2017","11",13,"Monday","Business_Hour","afternoon","fall","M"
"297","Slow","WEB","0","B","grade2","Lon All",30," SF",15,2,0,"None Required","NO","NO","Mr","NO","0","2017","8",2,"Wednesday","2018","3",3,"Saturday","Business_Hour","morning","spring","M"
"298","Slow","WEB","0","E","grade1","MCH",77," AC",14,2,0,"A","YES","YES","Miss","NO","0","2017","8",3,"Thursday","2019","1",25,"Friday","Business_Hour","morning","winter","F"
"299","Extremely Fast","PHONE","0","E","grade1","Lon Gat",52," AC",14,4,0,"A","YES","YES","Mrs","NO","1","2017","8",6,"Sunday","2018","8",11,"Saturday","Business_Hour","morning","summer","F"
"300","Extremely Fast","WEB","1","A","grade3","Lon All",26," AC",19,2,1,"A","NO","NO","Mrs","NO","0","2017","8",7,"Monday","2018","2",7,"Wednesday","Closed","night","winter","F"
"301","Slow","WEB","1","E","grade1","Lon Gat",54," AC",14,4,0,"A","YES","YES","Mr","NO","0","2017","8",9,"Wednesday","2018","8",23,"Thursday","Closed","morning","summer","M"
"302","Slow","WEB","1","E","grade1","Lon All",105," AB",14,6,0,"A","YES","YES","Mr","NO","0","2017","8",9,"Wednesday","2019","8",17,"Saturday","Closed","morning","summer","M"
"303","Fast","PHONE","1","A","grade1","GG",45," AC",14,4,0,"A","YES","YES","Ms","NO","1","2017","8",11,"Friday","2018","6",21,"Thursday","Business_Hour","morning","summer","F"
"304","Slow","WEB","1","A","grade2","Lon Gat",30," AB",14,2,0,"B","NO","NO","Mr","NO","0","2017","8",15,"Tuesday","2018","3",13,"Tuesday","Closed","morning","spring","M"
"305","Slow","WEB","1","A","grade2","GG",62,"OTHER",14,2,0,"None Required","NO","NO","Mr","NO","0","2017","8",15,"Tuesday","2018","10",22,"Monday","Business_Hour","morning","fall","M"
"306","Extremely Fast","WEB","1","A","grade3","Lon Heathrow",31," AC",11,2,0,"None Required","NO","NO","Mrs","NO","0","2017","8",16,"Wednesday","2018","3",19,"Monday","Closed","night","spring","F"
"307","Fast","WEB","1","A","grade2","MCH",59," AC",14,5,0,"B","YES","YES","Miss","NO","0","2017","8",16,"Wednesday","2018","10",2,"Tuesday","Business_Hour","night","fall","F"
"308","Extremely Fast","WEB","0","A","grade1","Lon Gat",111," AC",14,4,4,"A","YES","YES","Mrs","NO","1","2017","8",17,"Thursday","2019","9",30,"Monday","Business_Hour","morning","fall","F"
"309","Extremely Fast","WEB","1","A","grade2","Lon All",28," AA Resort",10,2,0,"B","YES","YES","Mrs","NO","0","2017","8",17,"Thursday","2018","2",27,"Tuesday","Business_Hour","afternoon","winter","F"
"310","Slow","WEB","1","A","grade2","Lon All",52," AA Resort",14,3,1,"B","NO","NO","Mr","NO","0","2017","8",17,"Thursday","2018","8",17,"Friday","Closed","morning","summer","M"
"311","Extremely Fast","PHONE","0","A","grade1","OTHER",111," AB",14,5,2,"A","NO","NO","Mrs","NO","1","2017","8",18,"Friday","2019","10",2,"Wednesday","Business_Hour","afternoon","fall","F"
"312","Slow","WEB","1","B","grade2","Lon Gat",62," AB",15,2,0,"B","NO","NO","Mr","NO","0","2017","8",19,"Saturday","2018","10",26,"Friday","Closed","morning","fall","M"
"313","Fast","WEB","1","B","grade2","MCH",59,"OTHER",3,2,0,"B","YES","YES","Miss","NO","0","2017","8",19,"Saturday","2018","10",5,"Friday","Business_Hour","afternoon","fall","F"
"314","Slow","WEB","1","A","grade1","Lon All",38," JH Area",21,4,2,"A","NO","NO","Mr","NO","0","2017","8",21,"Monday","2018","5",15,"Tuesday","Closed","morning","spring","M"
"315","Extremely Fast","WEB","0","D","grade1","Lon All",60," AC",20,4,1,"None Required","NO","NO","Mrs","NO","0","2017","8",22,"Tuesday","2018","10",15,"Monday","Closed","morning","fall","F"
"316","Slow","WEB","1","E","None","Lon All",50," JH Area",14,6,2,"A","YES","YES","Mr","NO","0","2017","8",24,"Thursday","2018","8",11,"Saturday","Business_Hour","morning","summer","M"
"317","Slow","WEB","1","A","grade2","Any Airport",1," AA Resort",6,1,1,"B","NO","NO","Mr","NO","0","2017","8",25,"Friday","2017","8",27,"Sunday","Business_Hour","morning","summer","M"
"318","Slow","WEB","1","A","grade2","Lon All",51," AC",14,2,3,"A","YES","YES","Mr","NO","0","2017","8",27,"Sunday","2018","8",20,"Monday","Closed","morning","summer","M"
"319","Fast","PHONE","1","A","grade2","MCH",49," AC",18,3,2,"B","NO","NO","Ms","NO","1","2017","8",28,"Monday","2018","8",8,"Wednesday","Business_Hour","afternoon","summer","F"
"320","Extremely Fast","PHONE","1","A","grade2","MCH",103," AC",14,2,0,"B","NO","NO","Mrs","NO","1","2017","8",28,"Monday","2019","8",20,"Tuesday","Business_Hour","afternoon","summer","F"
"321","Extremely Fast","PHONE","1","A","grade2","Lon All",6,"OTHER",7,2,0,"B","YES","YES","Mrs","NO","1","2017","8",28,"Monday","2017","10",9,"Monday","Business_Hour","morning","fall","F"
"322","Slow","WEB","1","A","grade2","Lon All",16," AC",8,2,1,"B","NO","NO","Mrs","NO","0","2017","8",28,"Monday","2017","12",18,"Monday","Business_Hour","morning","winter","F"
"323","Slow","WEB","1","A","grade2","Lon All",47," AC",14,5,0,"B","NO","NO","Mrs","NO","0","2017","8",29,"Tuesday","2018","7",24,"Tuesday","Business_Hour","morning","summer","F"
"324","Slow","WEB","0","A","grade2","Lon Gat",13," AA Resort",12,1,0,"B","YES","YES","Mr","NO","0","2017","8",29,"Tuesday","2017","11",26,"Sunday","Business_Hour","morning","fall","M"
"325","Extremely Fast","WEB","1","A","grade2","Lon Gat",34," AC",14,2,2,"B","NO","NO","Mrs","NO","0","2017","8",31,"Thursday","2018","4",25,"Wednesday","Closed","night","spring","F"
"326","Slow","WEB","1","A","grade1","OTHER",41," AC",14,4,1,"None Required","YES","YES","Mr","NO","0","2017","9",1,"Friday","2018","6",12,"Tuesday","Business_Hour","morning","summer","M"
"327","Extremely Fast","PHONE","1","D","grade2","BH",16,"OTHER",10,2,1,"B","NO","NO","Mrs","NO","1","2017","9",2,"Saturday","2017","12",18,"Monday","Business_Hour","morning","winter","F"
"328","Slow","WEB","1","A","grade1","Lon All",88," AB",13,2,0,"None Required","YES","YES","Mr","NO","0","2017","9",2,"Saturday","2019","5",6,"Monday","Business_Hour","morning","spring","M"
"329","Extremely Fast","WEB","0","B","grade2","Any Airport",55," CC City",14,2,0,"None Required","YES","YES","Mrs","NO","1","2017","9",3,"Sunday","2018","9",26,"Wednesday","Business_Hour","afternoon","fall","F"
"330","Extremely Fast","WEB","1","A","grade2","Lon All",60," AA Resort",18,2,0,"B","NO","NO","Mrs","NO","0","2017","9",3,"Sunday","2018","10",31,"Wednesday","Closed","night","fall","F"
"331","Slow","WEB","0","E","None","Lon Gat",102," AC",14,4,1,"None Required","YES","YES","Mr","NO","0","2017","9",4,"Monday","2019","8",24,"Saturday","Business_Hour","afternoon","summer","M"
"332","Slow","WEB","0","A","grade1","Lon Gat",42," AC",14,NA,0,"A","NO","NO","Mrs","NO","0","2017","9",6,"Wednesday","2018","6",24,"Sunday","Closed","morning","summer","F"
"333","Slow","WEB","0","D","grade2","OTHER",31," AC",8,4,0,"None Required","NO","NO","Miss","NO","0","2017","9",6,"Wednesday","2018","4",9,"Monday","Business_Hour","night","spring","F"
"334","Extremely Fast","WEB","0","A","grade2","MCH",49," AC",14,NA,0,"B","YES","YES","Mrs","NO","0","2017","9",8,"Friday","2018","8",18,"Saturday","Closed","night","summer","F"
"335","Slow","WEB","0","A","grade1","Lon All",47," JH Area",14,2,2,"None Required","YES","YES","Mr","NO","0","2017","9",8,"Friday","2018","8",4,"Saturday","Closed","morning","summer","M"
"336","Slow","WEB","0","A","grade1","Lon Gat",33," AC",14,2,1,"A","YES","YES","Mr","NO","0","2017","9",9,"Saturday","2018","4",24,"Tuesday","Closed","morning","spring","M"
"337","Slow","WEB","0","A","grade1","MCH",49," AC",14,4,3,"A","NO","NO","Mr","NO","0","2017","9",9,"Saturday","2018","8",12,"Sunday","Closed","morning","summer","M"
"338","Extremely Fast","WEB","1","A","grade1","Any Airport",48," AB",14,3,2,"None Required","NO","NO","Mrs","NO","0","2017","9",11,"Monday","2018","8",14,"Tuesday","Closed","morning","summer","F"
"339","Slow","WEB","0","A","grade1","Lon All",47," AB",14,7,1,"A","NO","NO","Mr","NO","0","2017","9",11,"Monday","2018","8",11,"Saturday","Business_Hour","night","summer","M"
"340","Slow","WEB","0","E","None","Lon All",58," AB",11,5,0,"A","YES","YES","Mr","NO","0","2017","9",13,"Wednesday","2018","10",21,"Sunday","Business_Hour","afternoon","fall","M"
"341","Extremely Fast","WEB","0","A","grade2","MCH",86," AB",14,1,0,"B","NO","NO","Mrs","NO","0","2017","9",14,"Thursday","2019","5",8,"Wednesday","Closed","morning","spring","F"
"342","Slow","WEB","0","A","grade1","MCH",100," JH Area",14,3,2,"A","NO","NO","Mr","NO","0","2017","9",15,"Friday","2019","8",13,"Tuesday","Business_Hour","afternoon","summer","M"
"343","Slow","WEB","0","A","grade3","MCH",88," AB",14,2,2,"A","NO","NO","Mr","NO","0","2017","9",15,"Friday","2019","5",23,"Thursday","Business_Hour","afternoon","spring","M"
"344","Fast","PHONE","0","A","grade1","MCH",27," AB",14,2,2,"A","NO","NO","Ms","NO","1","2017","9",18,"Monday","2018","3",30,"Friday","Business_Hour","night","spring","F"
"345","Slow","WEB","0","E","None","Lon Gat",54," AB",14,5,2,"None Required","NO","NO","Mr","NO","0","2017","9",18,"Monday","2018","9",30,"Sunday","Business_Hour","morning","fall","M"
"346","Extremely Fast","WEB","0","A","grade2","BH",105," AC",14,3,1,"A","NO","NO","Mrs","NO","1","2017","9",19,"Tuesday","2019","9",24,"Tuesday","Business_Hour","morning","fall","F"
"347","Extremely Fast","WEB","1","B","grade2","BH",37," AB",14,2,0,"A","YES","YES","Mrs","NO","1","2017","9",19,"Tuesday","2018","6",7,"Thursday","Closed","night","summer","F"
"348","Slow","WEB","0","A","grade1","OTHER",54," AC",12,2,1,"B","YES","YES","Mr","NO","0","2017","9",19,"Tuesday","2018","10",3,"Wednesday","Business_Hour","afternoon","fall","M"
"349","Slow","WEB","0","A","grade1","Lon Heathrow",47," JH Area",14,NA,4,"None Required","NO","NO","Mr","NO","0","2017","9",19,"Tuesday","2018","8",16,"Thursday","Business_Hour","morning","summer","M"
"350","Slow","WEB","0","A","grade2","MCH",47," DC Drive",10,2,1,"A","YES","YES","Mrs","NO","0","2017","9",20,"Wednesday","2018","8",17,"Friday","Closed","morning","summer","F"
"351","Slow","WEB","0","A","grade3","Lon Gat",62," AC",14,4,0,"A","NO","NO","Mr","NO","0","2017","9",22,"Friday","2018","12",1,"Saturday","Business_Hour","morning","winter","M"
"352","Slow","WEB","1","A","grade2","MCH",109," AC",14,2,0,"B","YES","YES","Mr","NO","0","2017","9",22,"Friday","2019","10",23,"Wednesday","Closed","morning","fall","M"
"353","Slow","WEB","1","A","grade1","GG",58," AC",14,6,2,"A","NO","NO","Mr","NO","0","2017","9",23,"Saturday","2018","10",31,"Wednesday","Business_Hour","morning","fall","M"
"354","Fast","PHONE","0","B","grade2","Lon Gat",46," AA Resort",14,3,0,"B","NO","NO","Ms","NO","1","2017","9",24,"Sunday","2018","8",13,"Monday","Business_Hour","night","summer","F"
"355","Slow","WEB","1","A","grade2","MCH",4," AC",7,2,1,"None Required","NO","NO","Mrs","NO","0","2017","9",24,"Sunday","2017","10",23,"Monday","Closed","morning","fall","F"
"356","Slow","WEB","0","A","grade2","Lon All",44," AC",15,3,1,"A","NO","NO","Mr","NO","0","2017","9",25,"Monday","2018","7",29,"Sunday","Business_Hour","afternoon","summer","M"
"357","Slow","WEB","0","A","grade1","MCH",44," AB",14,6,4,"A","NO","NO","Mr","NO","0","2017","9",25,"Monday","2018","8",4,"Saturday","Business_Hour","morning","summer","M"
"358","Extremely Fast","WEB","0","E","None","MCH",106," AC",16,4,2,"A","NO","NO","Mrs","NO","0","2017","9",27,"Wednesday","2019","10",7,"Monday","Closed","night","fall","F"
"359","Extremely Fast","PHONE","0","B","grade2","Lon Gat",40," LH",10,2,0,"A","NO","NO","Mrs","NO","1","2017","9",29,"Friday","2018","7",1,"Sunday","Business_Hour","morning","summer","F"
"360","Slow","WEB","0","A","grade2","MCH",8," CC City",5,2,0,"None Required","NO","NO","Mr","NO","0","2017","9",29,"Friday","2017","11",20,"Monday","Business_Hour","morning","fall","M"
"361","Slow","WEB","1","A","grade1","GG",94," AB",14,7,1,"A","YES","YES","Mr","NO","0","2017","9",30,"Saturday","2019","7",19,"Friday","Business_Hour","afternoon","summer","M"
"362","Slow","WEB","1","A","grade1","GG",83," JH Area",14,2,0,"A","NO","NO","Miss","NO","0","2017","9",30,"Saturday","2019","5",3,"Friday","Business_Hour","night","spring","F"
"363","Extremely Fast","PHONE","0","A","grade2","MCH",43," AC",21,3,0,"B","YES","YES","Mrs","NO","1","2017","10",1,"Sunday","2018","8",1,"Wednesday","Business_Hour","morning","summer","F"
"364","Extremely Fast","WEB","0","A","grade1","OTHER",43," AB",21,5,0,"A","NO","NO","Mrs","NO","0","2017","10",1,"Sunday","2018","8",2,"Thursday","Business_Hour","morning","summer","F"
"365","Slow","WEB","1","B","grade2","Lon All",26," AB",14,2,0,"A","NO","NO","Mrs","NO","0","2017","10",2,"Monday","2018","4",2,"Monday","Closed","morning","spring","F"
"366","Slow","WEB","0","A","grade2","Lon Gat",52," AC",14,4,0,"A","NO","NO","Miss","NO","0","2017","10",2,"Monday","2018","10",4,"Thursday","Business_Hour","afternoon","fall","F"
"367","Extremely Fast","WEB","0","B","grade2","Any Airport",37," CC City",10,2,0,"None Required","YES","YES","Mrs","NO","0","2017","10",3,"Tuesday","2018","6",19,"Tuesday","Closed","night","summer","F"
"368","Slow","WEB","0","A","grade1","MCH",79," AB",14,6,2,"A","YES","YES","Mr","NO","0","2017","10",5,"Thursday","2019","4",13,"Saturday","Closed","morning","spring","M"
"369","Slow","WEB","0","E","None","GG",52," AB",14,5,2,"A","YES","YES","Mrs","NO","0","2017","10",6,"Friday","2018","10",3,"Wednesday","Closed","morning","fall","F"
"370","Slow","WEB","1","E","None","OTHER",45," AC",14,3,1,"None Required","NO","NO","Mr","NO","0","2017","10",6,"Friday","2018","8",13,"Monday","Closed","morning","summer","M"
"371","Slow","WEB","1","A","grade1","Lon All",84," AC",14,7,5,"A","NO","NO","Mr","NO","0","2017","10",7,"Saturday","2019","5",14,"Tuesday","Closed","morning","spring","M"
"372","Extremely Fast","WEB","0","A","grade2","Any Airport",70," AC",14,4,2,"B","NO","NO","Mrs","NO","0","2017","10",9,"Monday","2019","2",13,"Wednesday","Closed","morning","winter","F"
"373","Slow","WEB","0","B","grade2","OTHER",51," AA Resort",14,2,2,"B","YES","YES","Mr","NO","0","2017","10",9,"Monday","2018","10",2,"Tuesday","Business_Hour","afternoon","fall","M"
"374","Slow","WEB","0","A","grade1","Lon Heathrow",49," AC",16,6,0,"A","NO","NO","Mr","NO","0","2017","10",10,"Tuesday","2018","9",20,"Thursday","Business_Hour","morning","fall","M"
"375","Slow","WEB","0","D","grade2","GG",33," AC",14,4,0,"A","NO","NO","Mrs","NO","0","2017","10",11,"Wednesday","2018","5",27,"Sunday","Business_Hour","afternoon","spring","F"
"376","Slow","WEB","0","A","grade1","Lon Gat",116," AC",21,4,4,"A","YES","YES","Mr","NO","0","2017","10",11,"Wednesday","2020","1",2,"Thursday","Closed","morning","winter","M"
"377","Extremely Fast","WEB","1","A","grade2","Lon All",55," AB",7,3,1,"A","YES","YES","Mrs","NO","1","2017","10",14,"Saturday","2018","10",29,"Monday","Business_Hour","morning","fall","F"
"378","Slow","WEB","1","B","grade2","Lon All",47," CC City",10,2,0,"B","YES","YES","Mrs","NO","0","2017","10",14,"Saturday","2018","9",3,"Monday","Business_Hour","morning","fall","F"
"379","Extremely Fast","PHONE","0","E","None","Lon All",43," JH Area",12,6,0,"None Required","NO","NO","Mrs","NO","1","2017","10",15,"Sunday","2018","8",16,"Thursday","Business_Hour","morning","summer","F"
"380","Extremely Fast","PHONE","0","E","None","Lon Heathrow",8," LH",14,2,2,"A","NO","NO","Mrs","NO","1","2017","10",15,"Sunday","2017","12",16,"Saturday","Business_Hour","morning","winter","F"
"381","Slow","WEB","1","A","grade2","GG",55," AB",14,4,0,"A","YES","YES","Mrs","NO","0","2017","10",15,"Sunday","2018","11",4,"Sunday","Business_Hour","morning","fall","F"
"382","Slow","WEB","1","B","grade1","MCH",41,"OTHER",16,5,1,"A","YES","YES","Mr","NO","0","2017","10",15,"Sunday","2018","8",2,"Thursday","Business_Hour","afternoon","summer","M"
"383","Slow","WEB","1","B","grade2","OTHER",27," CC City",11,4,0,"None Required","NO","NO","Mr","NO","0","2017","10",15,"Sunday","2018","4",28,"Saturday","Business_Hour","morning","spring","M"
"384","Fast","PHONE","0","A","grade1","GG",37," AC",14,4,0,"A","YES","YES","Mrs","NO","1","2017","10",16,"Monday","2018","7",1,"Sunday","Business_Hour","afternoon","summer","F"
"385","Slow","WEB","1","A","grade2","Lon All",9," DC Drive",10,1,1,"None Required","NO","NO","Mr","NO","0","2017","10",16,"Monday","2017","12",18,"Monday","Business_Hour","morning","winter","M"
"386","Slow","WEB","0","B","grade1","MCH",103," CC City",14,2,1,"A","YES","YES","Mr","NO","0","2017","10",16,"Monday","2019","10",10,"Thursday","Business_Hour","morning","fall","M"
"387","Extremely Fast","WEB","1","B","grade2","Any Airport",50," CC City",6,2,0,"None Required","YES","YES","Mrs","NO","0","2017","10",18,"Wednesday","2018","10",1,"Monday","Closed","morning","fall","F"
"388","Slow","WEB","0","A","grade1","MCH",100," AB",14,6,2,"A","NO","NO","Mr","NO","0","2017","10",18,"Wednesday","2019","9",18,"Wednesday","Business_Hour","morning","fall","M"
"389","Slow","WEB","0","B","grade2","OTHER",22," AB",7,3,0,"A","YES","YES","Mr","NO","0","2017","10",18,"Wednesday","2018","3",20,"Tuesday","Business_Hour","morning","spring","M"
"390","Slow","WEB","1","A","grade1","Lon Gat",43," AB",14,3,2,"A","NO","NO","Mr","NO","0","2017","10",19,"Thursday","2018","8",14,"Tuesday","Business_Hour","morning","summer","M"
"391","Slow","WEB","1","A","grade2","MCH",23," AC",14,1,1,"B","NO","NO","Mr","NO","0","2017","10",20,"Friday","2018","3",29,"Thursday","Business_Hour","morning","spring","M"
"392","Slow","WEB","1","B","grade3","MCH",37," IO Vista",18,3,0,"A","YES","YES","Mrs","NO","0","2017","10",22,"Sunday","2018","7",10,"Tuesday","Closed","morning","summer","F"
"393","Slow","WEB","1","A","grade2","MCH",36," AC",7,3,0,"B","YES","YES","Miss","NO","0","2017","10",22,"Sunday","2018","7",7,"Saturday","Business_Hour","night","summer","F"
"394","Slow","WEB","0","E","None","Lon Gat",47," AB",21,6,0,"A","YES","YES","Miss","NO","0","2017","10",23,"Monday","2018","9",22,"Saturday","Business_Hour","afternoon","fall","F"
"395","Slow","WEB","1","B","grade2","OTHER",40," AB",14,3,0,"A","NO","NO","Mr","NO","0","2017","10",24,"Tuesday","2018","8",3,"Friday","Closed","morning","summer","M"
"396","Fast","PHONE","0","A","grade2","OTHER",18," AC",7,2,0,"None Required","NO","NO","Ms","NO","1","2017","10",25,"Wednesday","2018","2",26,"Monday","Business_Hour","afternoon","winter","F"
"397","Extremely Fast","WEB","0","A","grade1","Lon All",24," AB",14,2,1,"A","YES","YES","Mrs","NO","0","2017","10",28,"Saturday","2018","4",14,"Saturday","Business_Hour","morning","spring","F"
"398","Extremely Fast","WEB","1","A","grade3","BH",39," AC",21,3,1,"A","YES","YES","Mrs","NO","0","2017","10",28,"Saturday","2018","7",24,"Tuesday","Closed","morning","summer","F"
"399","Fast","PHONE","1","E","None","Lon All",14,"OTHER",14,3,0,"A","YES","YES","Ms","NO","1","2017","10",29,"Sunday","2018","2",9,"Friday","Business_Hour","afternoon","winter","F"
"400","Slow","WEB","0","C","grade1","Any Airport",26," AC",14,4,0,"None Required","YES","YES","Miss","NO","0","2017","10",31,"Tuesday","2018","5",1,"Tuesday","Business_Hour","night","spring","F"
"401","Slow","WEB","0","A","grade1","Lon Gat",42," AB",14,4,0,"None Required","NO","NO","Mr","NO","0","2017","11",1,"Wednesday","2018","8",21,"Tuesday","Business_Hour","afternoon","summer","M"
"402","Slow","WEB","1","A","grade1","MCH",40," AC",14,3,1,"A","YES","YES","Mr","NO","0","2017","11",1,"Wednesday","2018","8",9,"Thursday","Business_Hour","afternoon","summer","M"
"403","Slow","WEB","0","A","grade2","MCH",39," AC",14,2,2,"B","NO","NO","Mrs","NO","0","2017","11",2,"Thursday","2018","8",1,"Wednesday","Closed","morning","summer","F"
"404","Slow","WEB","1","B","grade2","MCH",25," AB",14,2,0,"A","NO","NO","Mrs","NO","0","2017","11",6,"Monday","2018","5",2,"Wednesday","Closed","morning","spring","F"
"405","Slow","WEB","1","A","grade3","BH",38," AB",18,4,1,"A","YES","YES","Mr","NO","0","2017","11",6,"Monday","2018","7",30,"Monday","Closed","morning","summer","M"
"406","Slow","WEB","0","B","grade2","Lon Gat",40," AB",14,3,1,"A","NO","NO","Mrs","NO","0","2017","11",7,"Tuesday","2018","8",14,"Tuesday","Business_Hour","morning","summer","F"
"407","Extremely Fast","WEB","1","A","grade2","Lon All",28," CC City",7,2,0,"None Required","NO","NO","Mrs","NO","0","2017","11",9,"Thursday","2018","5",23,"Wednesday","Closed","morning","spring","F"
"408","Slow","WEB","1","B","grade2","MCH",49," LV",9,4,0,"B","YES","YES","Mrs","NO","0","2017","11",9,"Thursday","2018","10",18,"Thursday","Business_Hour","morning","fall","F"
"409","Slow","WEB","1","A","grade2","BH",19," AB",7,2,0,"B","NO","NO","Mr","NO","0","2017","11",9,"Thursday","2018","3",19,"Monday","Closed","morning","spring","M"
"410","Slow","WEB","1","A","grade2","MCH",53," DC Drive",14,2,0,"A","NO","NO","Mrs","NO","0","2017","11",10,"Friday","2018","11",14,"Wednesday","Closed","morning","fall","F"
"411","Slow","WEB","0","A","grade1","Lon Gat",20," AC",13,2,3,"A","YES","YES","Mrs","NO","0","2017","11",12,"Sunday","2018","4",2,"Monday","Closed","morning","spring","F"
"412","Slow","WEB","0","A","grade1","Lon All",13," AC",7,2,2,"A","NO","NO","Mr","NO","0","2017","11",12,"Sunday","2018","2",12,"Monday","Business_Hour","night","winter","M"
"413","Slow","WEB","0","A","grade2","Lon Heathrow",22," AA Resort",18,2,0,"B","YES","YES","Mr","NO","0","2017","11",14,"Tuesday","2018","4",15,"Sunday","Business_Hour","morning","spring","M"
"414","Slow","WEB","0","A","grade3","BH",51," AB",10,4,0,"B","YES","YES","Mr","NO","0","2017","11",14,"Tuesday","2018","11",5,"Monday","Closed","morning","fall","M"
"415","Slow","WEB","1","A","grade1","MCH",7," AC",18,2,0,"B","YES","YES","Mr","NO","0","2017","11",14,"Tuesday","2018","1",2,"Tuesday","Closed","morning","winter","M"
"416","Slow","WEB","1","A","grade1","Lon All",48," JH Area",14,4,2,"A","NO","NO","Mr","NO","0","2017","11",14,"Tuesday","2018","10",17,"Wednesday","Business_Hour","afternoon","fall","M"
"417","Slow","WEB","0","A","grade3","MCH",40," JH Area",14,2,0,"A","YES","YES","Mrs","NO","0","2017","11",15,"Wednesday","2018","8",23,"Thursday","Closed","morning","summer","F"
"418","Slow","WEB","0","A","grade1","Lon All",43," AC",10,3,2,"A","NO","NO","Mr","NO","0","2017","11",21,"Tuesday","2018","9",20,"Thursday","Business_Hour","morning","fall","M"
"419","Slow","WEB","1","A","grade2","MCH",20," AC",10,1,1,"None Required","NO","NO","Mr","NO","0","2017","11",22,"Wednesday","2018","4",9,"Monday","Business_Hour","afternoon","spring","M"
"420","Slow","WEB","1","E","None","MCH",34," JH Area",18,3,0,"A","NO","NO","Mr","NO","0","2017","11",24,"Friday","2018","7",18,"Wednesday","Business_Hour","morning","summer","M"
"421","Slow","WEB","1","B","grade2","MCH",29," AB",14,2,0,"A","NO","NO","Mr","NO","0","2017","11",25,"Saturday","2018","6",15,"Friday","Closed","morning","summer","M"
"422","Slow","WEB","0","A","grade1","MCH",56," JH Area",10,3,0,"A","NO","NO","Miss","NO","0","2017","11",26,"Sunday","2018","12",23,"Sunday","Business_Hour","afternoon","winter","F"
"423","Slow","WEB","1","A","grade1","Lon All",62," AB",21,4,3,"A","NO","NO","Mr","NO","0","2017","11",30,"Thursday","2019","2",7,"Thursday","Closed","morning","winter","M"
"424","Slow","WEB","1","B","grade2","Lon All",36," AB",14,4,1,"B","NO","NO","Mr","NO","0","2017","11",30,"Thursday","2018","8",7,"Tuesday","Business_Hour","afternoon","summer","M"
